,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating
1207,30712 Steeplechase Dr,San Juan Capistrano,CA,92675,4995000,5,5.5,7086,191664,1998,134,705,http://www.redfin.com/CA/San-Juan-Capistrano/30712-Steeplechase-Dr-92675/home/4910628,OC21074923,33.5169694,-117.645272,6.333
1208,32221 Cook Ln,San Juan Capistrano,CA,92675,7788000,6,7,12000,47916,1979,187,649,http://www.redfin.com/CA/San-Juan-Capistrano/32221-Cook-Ln-92675/home/4963958,OC21031431,33.4947772,-117.6826719,6.333
1209,26922 Paseo Cardero,San Juan Capistrano,CA,92675,5000000,4,4.25,6000,117612,2000,285,833,http://www.redfin.com/CA/San-Juan-Capistrano/26922-Paseo-Cardero-92675/home/4909154,LG20179883,33.521082,-117.659882,6.333
1210,2701 W California St,Santa Ana,CA,92704,799000,3,2,1526,8732,1959,1,524,http://www.redfin.com/CA/Santa-Ana/2701-W-California-St-92704/home/4510473,OC21184956,33.7251516,-117.9052875,3.667
1211,2714 W Carlton Pl,Santa Ana,CA,92704,615000,3,1.5,1474,6540,1959,2,417,http://www.redfin.com/CA/Santa-Ana/2714-W-Carlton-Pl-92704/home/4512818,PW21183589,33.7223499,-117.9058825,3.667
1212,1231 S Poplar St,Santa Ana,CA,92704,750000,3,2,1044,6500,1957,2,718,http://www.redfin.com/CA/Santa-Ana/1231-S-Poplar-St-92704/home/3536704,WS21184209,33.7311393,-117.8868858,3
1213,2384 N Heliotrope Dr,Santa Ana,CA,92706,995000,3,2,1712,6600,1926,3,581,http://www.redfin.com/CA/Santa-Ana/2384-Heliotrope-Dr-92706/home/3048673,PW21182337,33.7687265,-117.8753494,4.4
1214,4401 Roosevelt Ave,Santa Ana,CA,92703,775000,3,2,1494,6000,1961,3,519,http://www.redfin.com/CA/Santa-Ana/4401-Roosevelt-Ave-92703/home/3483328,OC21183351,33.7505316,-117.9278522,6.667
1215,2017 Picasso,Santa Ana,CA,92704,1625000,4,3.5,2890,4263,2019,4,562,http://www.redfin.com/CA/SANTA-ANA/2017-PICASSO-92704/home/169471127,OC21181455,33.701337,-117.896846,4.667
1216,12352 Ranchwood Rd,North Tustin,CA,92705,1998000,5,3.75,3702,10900,1963,4,540,http://www.redfin.com/CA/Santa-Ana/12352-Ranchwood-Rd-92705/home/3499535,OC21174882,33.7460805,-117.7889866,7.333
1217,10891 Furlong Dr,North Tustin,CA,92705,1250000,4,3,3293,17135,1977,5,380,http://www.redfin.com/CA/Santa-Ana/10891-Furlong-Dr-92705/home/4768040,PW21174470,33.7667974,-117.7788869,8
1218,4622 W Watkins Way,Santa Ana,CA,92704,749000,3,1.75,988,14350,1945,5,758,http://www.redfin.com/CA/Santa-Ana/4622-W-Watkins-Way-92704/home/3521734,PW21180382,33.7391552,-117.9311016,4.333
1219,12902 Browning Ave,Santa Ana,CA,92705,949900,4,2,1584,8800,1958,5,600,http://www.redfin.com/CA/Santa-Ana/12902-Browning-Ave-92705/home/3499574,PW21170420,33.7409947,-117.7963148,5.667
1220,18161 Blue Ridge Dr,North Tustin,CA,92705,1495000,5,2.75,3357,14000,1963,5,445,http://www.redfin.com/CA/Santa-Ana/18161-Blue-Ridge-Dr-92705/home/4447194,PW21180927,33.7687855,-117.815344,7.667
1221,19212 Saint Marks Dr,North Tustin,CA,92705,1499999,4,3.25,3200,24000,1961,6,469,http://www.redfin.com/CA/North-Tustin/19212-Saint-Marks-Dr-92705/home/176128511,LG21180045,33.7715227,-117.7984596,8
1222,713 E Berkeley St,Santa Ana,CA,92707,644900,4,1.75,1228,6832,1955,8,525,http://www.redfin.com/CA/Santa-Ana/713-E-Berkeley-St-92707/home/3086288,PW21145367,33.7248369,-117.8608592,2.333
1223,2538 W Edinger Ave,Santa Ana,CA,92704,990000,2,1,1541,8932,1946,8,642,http://www.redfin.com/CA/Santa-Ana/2538-W-Edinger-Ave-92704/home/4510501,PW21177138,33.72702,-117.9039829,3.667
1224,913 S Oak St,Santa Ana,CA,92701,489000,2,1,1021,5362,1924,9,479,http://www.redfin.com/CA/Santa-Ana/913-Oak-St-92701/home/3074470,PW21179693,33.7368492,-117.8620267,3
1225,1702 E Fruit St,Santa Ana,CA,92701,925000,4,2.5,1908,6175,1963,9,485,http://www.redfin.com/CA/Santa-Ana/1702-E-Fruit-St-92701/home/4476041,PW21178891,33.7526116,-117.8436206,5.667
1226,13062 Lariat Ln,North Tustin,CA,92705,1675000,5,3.5,4779,10000,1988,10,350,http://www.redfin.com/CA/Santa-Ana/13062-Lariat-92705/home/4452111,PW21178522,33.772366,-117.8030474,8
1227,310 E Pomona St,Santa Ana,CA,92707,660000,3,1,1020,6000,1945,11,647,http://www.redfin.com/CA/Santa-Ana/310-E-Pomona-St-92707/home/4495621,PW21174444,33.7252813,-117.864728,2.667
1228,1108 Westwood Ave,Santa Ana,CA,92703,798000,3,2,1801,8220,1942,11,443,http://www.redfin.com/CA/Santa-Ana/1108-N-Westwood-Ave-92703/home/4506119,TR21177578,33.755002,-117.8816212,4.6
1229,2213 Blueberry Ln,Santa Ana,CA,92706,949000,4,2.5,2131,6450,1977,12,445,http://www.redfin.com/CA/Santa-Ana/2213-Blueberry-Ln-92706/home/4471366,OC21176782,33.7622238,-117.9002981,5.667
1230,17282 Amaganset Way,Tustin,CA,92780,1075000,4,2,2118,7452,1965,12,508,http://www.redfin.com/CA/Tustin/17282-Amaganset-Way-92780/home/4480327,OC21176643,33.7510949,-117.8310283,5.667
1231,10291 Ambervale Ln,North Tustin,CA,92705,2100000,5,4,5066,23400,1989,12,415,http://www.redfin.com/CA/Santa-Ana/10291-Ambervale-Ln-92705/home/4768717,PW21165912,33.7780836,-117.7785281,8
1232,2309 W 6 Th St,Santa Ana,CA,92703,450000,2,1,500,3790,1921,12,900,http://www.redfin.com/CA/Santa-Ana/2309-W-6th-St-92703/home/3057318,219066003,33.7497585,-117.8996115,3
1233,2518 N Hathaway St,Santa Ana,CA,92705,890000,4,2,1738,6150,1968,12,512,http://www.redfin.com/CA/Santa-Ana/2518-N-Hathaway-St-92705/home/4455539,OC21175917,33.7710928,-117.8539686,3.667
1234,2118 Peachwood Ln,Santa Ana,CA,92705,950000,4,2,1966,6000,1968,13,483,http://www.redfin.com/CA/Santa-Ana/2118-Peachwood-Ln-92705/home/4455298,PW21175086,33.7629273,-117.8373017,7.667
1235,317 E Wisteria Pl,Santa Ana,CA,92701,645000,3,2,1193,4568,1938,16,541,http://www.redfin.com/CA/Santa-Ana/317-E-Wisteria-Pl-92701/home/3072331,CV21173170,33.7368024,-117.8643617,3
1236,1117 Concord St,Santa Ana,CA,92701,825800,4,2,1525,6600,1955,17,542,http://www.redfin.com/CA/Santa-Ana/1117-Concord-St-92701/home/4477719,CV21172967,33.7553554,-117.8454064,3.333
1237,1702 W Wisteria Pl,Santa Ana,CA,92703,768000,4,2.5,1535,6127,1956,17,500,http://www.redfin.com/CA/Santa-Ana/1702-W-Wisteria-Pl-92703/home/3534949,OC21172007,33.7366919,-117.8926537,3.667
1238,1671 La Loma Dr,North Tustin,CA,92705,2250000,5,4.5,5110,26225,1962,19,440,http://www.redfin.com/CA/Santa-Ana/1671-La-Loma-Dr-92705/home/4760980,RS21170900,33.757221,-117.7879921,7.333
1239,829 E Grant St,Santa Ana,CA,92701,689900,4,1.5,1070,6000,1957,19,645,http://www.redfin.com/CA/Santa-Ana/829-E-Grant-St-92701/home/3075124,PW21170897,33.7381973,-117.8583182,3
1240,13771 Holt Ave,North Tustin,CA,92705,1475000,4,3,2856,10094,1963,19,516,http://www.redfin.com/CA/Santa-Ana/13771-Holt-Ave-92705/home/4441623,OC21170556,33.7630605,-117.8140617,7.667
1241,201 N Garfield,Santa Ana,CA,92701,834485,4,3.5,2243,,2022,21,372,http://www.redfin.com/CA/Santa-Ana/201-N-Garfield-St-92701/home/175929633,OC21168866,33.7525609,-117.860951,No Schools
1242,13441 Esplanade Ave,North Tustin,CA,92705,1259000,4,2.5,2306,11800,1965,22,546,http://www.redfin.com/CA/Santa-Ana/13441-Esplanade-Ave-92705/home/4448602,PW21168213,33.7669561,-117.8117032,7.667
1243,10282 Deerhill Dr,Santa Ana,CA,92705,1099000,4,2,2248,21300,1968,23,489,http://www.redfin.com/CA/Santa-Ana/10282-Deerhill-Dr-92705/home/4765775,OC21165852,33.7751543,-117.7739048,8
1244,11242 Skyline Dr,North Tustin,CA,92705,3290000,7,6.5,8100,34840,1980,23,406,http://www.redfin.com/CA/Santa-Ana/11242-Skyline-Dr-92705/home/4768113,OC21165210,33.7624239,-117.7817895,8
1245,17521 Rainier Dr,North Tustin,CA,92705,1149000,4,2.5,2016,10423,1959,24,570,http://www.redfin.com/CA/Santa-Ana/17521-Rainier-Dr-92705/home/4444980,PW21166865,33.770574,-117.826523,7.667
1246,810 N Sherry Ln,Santa Ana,CA,92701,639000,3,2,1400,6075,1960,25,456,http://www.redfin.com/CA/Santa-Ana/810-Sherry-Ln-92701/home/4476299,PW21164059,33.75222,-117.8419264,5.667
1247,1182 Castlegate Ln,North Tustin,CA,92705,1499000,5,3.5,3065,11600,1970,25,489,http://www.redfin.com/CA/Santa-Ana/1182-Castlegate-Ln-92705/home/4761321,IV21164041,33.7577294,-117.7990171,7.333
1248,1033 W 18th St,Santa Ana,CA,92706,799900,3,1.5,1258,6448,1952,29,636,http://www.redfin.com/CA/Santa-Ana/1033-W-18th-St-92706/home/4471747,LG21162880,33.7611878,-117.880019,4.4
1249,1619 S Joane Way,Santa Ana,CA,92704,705000,2,2,1066,6001,1977,30,661,http://www.redfin.com/CA/Santa-Ana/1619-S-Joane-Way-92704/home/4515537,RS21162186,33.7245691,-117.8921959,3.667
1250,13751 Holt Ave,Tustin,CA,92705,1180000,5,3,2782,10165,1965,34,424,http://www.redfin.com/CA/Santa-Ana/13751-Holt-Ave-92705/home/4441524,PW21157500,33.7633825,-117.8140617,7.667
1251,806 N Lowell St,Santa Ana,CA,92703,595000,2,1,1091,5227,1925,36,545,http://www.redfin.com/CA/Santa-Ana/806-N-Lowell-St-92703/home/161489777,PW21156736,33.7518372,-117.8785998,4.429
1252,1205 W 18th St,Santa Ana,CA,92706,929900,3,1.75,1770,7200,1954,37,525,http://www.redfin.com/CA/Santa-Ana/1205-W-18th-St-92706/home/4471959,PW21153555,33.761463,-117.8829259,4.4
1253,12981 Eveningside Dr,North Tustin,CA,92705,949900,4,2,1601,8500,1958,38,593,http://www.redfin.com/CA/Santa-Ana/12981-Eveningside-Dr-92705/home/3499591,OC21154749,33.740115,-117.796764,5.667
1254,5221 W 5th St,Santa Ana,CA,92703,680000,1,1,532,7644,1939,43,1278,http://www.redfin.com/CA/Santa-Ana/5221-W-5th-St-92703/home/3463476,OC21150735,33.7488346,-117.9384356,7.667
1255,2418 S Rene Dr,Santa Ana,CA,92704,800000,4,2,1626,6000,1965,44,492,http://www.redfin.com/CA/Santa-Ana/2418-S-Rene-Dr-92704/home/3703872,OC21150001,33.7143043,-117.8907997,4.667
1256,1430 S Pacific Ave,Santa Ana,CA,92704,635000,3,1,1020,6069,1952,45,623,http://www.redfin.com/CA/Santa-Ana/1430-S-Pacific-Ave-92704/home/3534476,CV21149388,33.7273871,-117.8884219,3
1257,12881 Fairhaven,North Tustin,CA,92705,999000,4,2,1886,8010,1961,46,530,http://www.redfin.com/CA/Santa-Ana/12881-Fairhaven-Ext-92705/home/4430421,PW21145707,33.774835,-117.8014215,6.25
1258,10791 Skyline Dr,North Tustin,CA,92705,2490000,4,3.5,4369,18570,1974,51,570,http://www.redfin.com/CA/Santa-Ana/10791-Skyline-Dr-92705/home/4767817,PW21144407,33.7698272,-117.780994,8
1259,1130 S Shelley St,Santa Ana,CA,92704,650000,3,1.5,1491,6336,1958,51,436,http://www.redfin.com/CA/Santa-Ana/1130-S-Shelley-St-92704/home/3536831,RS21144176,33.7319015,-117.8975974,3.667
1260,1810 W Carriage Dr,Santa Ana,CA,92704,1099000,5,2.5,2863,6136,1976,53,384,http://www.redfin.com/CA/Santa-Ana/1810-W-Carriage-Dr-92704/home/4540456,PW21142511,33.7066579,-117.8928291,4.667
1261,1932 W Saint Anne Pl,Santa Ana,CA,92704,750000,4,3,1989,6002,1963,53,377,http://www.redfin.com/CA/Santa-Ana/1932-W-St-Anne-Pl-92704/home/4517631,OC21142083,33.7193251,-117.8947136,3.667
1262,2116 E Wellington Ave,Santa Ana,CA,92701,650000,2,2,1141,4182,1977,55,570,http://www.redfin.com/CA/Santa-Ana/2116-E-Wellington-Ave-92701/home/4474833,PW21140269,33.7546452,-117.8369354,7.333
1263,2026 N Ross St,Santa Ana,CA,92706,1150000,4,2,1814,8214,1929,55,634,http://www.redfin.com/CA/Santa-Ana/2026-N-Ross-St-92706/home/3049101,PW21140416,33.7635188,-117.8727857,5.5
1264,12771 Bonita Heights Dr,Santa Ana,CA,92705,1336667,4,3.75,3018,12828,2006,59,443,http://www.redfin.com/CA/Santa-Ana/12771-Bonita-Heights-Dr-92705/home/7217312,CV21136319,33.7764253,-117.7953072,8
1265,2175 Lemon Heights Dr,North Tustin,CA,92705,2699000,5,5,6188,25000,2020,59,436,http://www.redfin.com/CA/Santa-Ana/2175-E-Lemon-Heights-Dr-92705/home/4763514,PW21123067,33.7579616,-117.7766807,8
1266,2222 S Hickory St,Santa Ana,CA,92707,640000,2,1,1152,5400,1946,64,556,http://www.redfin.com/CA/Santa-Ana/2222-S-Hickory-St-92707/home/3095532,DW21133439,33.7169565,-117.8610653,3
1267,2013 E Fruit St,Santa Ana,CA,92701,692888,2,2,1134,4995,1976,65,611,http://www.redfin.com/CA/Santa-Ana/2013-E-Fruit-St-92701/home/4475464,NDP2107095,33.7535858,-117.8391333,7.333
1268,2151 La Cuesta Dr,North Tustin,CA,92705,1875250,3,2.25,1815,28600,1954,83,1033,http://www.redfin.com/CA/Santa-Ana/2151-La-Cuesta-Dr-92705/home/4763498,PW21116980,33.7565517,-117.7771321,8
1269,10272 Saint Cloud Ln,North Tustin,CA,92705,2988000,4,5,5793,23200,2001,88,516,http://www.redfin.com/CA/Santa-Ana/10272-St-Cloud-Ln-92705/home/4768984,PW21099276,33.7787952,-117.7794595,8
1270,5305 W Crystal Ln,Santa Ana,CA,92704,2100000,5,4.5,3438,6625,2015,99,611,http://www.redfin.com/CA/Santa-Ana/5305-W-Crystal-Ln-92704/home/112723434,OC21104214,33.7339356,-117.9384568,8.667
1271,1715 N Flower St,Santa Ana,CA,92706,1499000,4,4.5,3250,8642,2017,100,461,http://www.redfin.com/CA/Santa-Ana/1715-N-Flower-St-92706/home/3049032,PW21099681,33.760611,-117.875973,4.833
1272,224 E Edinger Ave,Santa Ana,CA,92707,580000,2,1,936,6000,1923,101,620,http://www.redfin.com/CA/Santa-Ana/224-E-Edinger-Ave-92707/home/4495838,PW21102827,33.7269318,-117.8655521,2.667
1273,11980 Redhill Ave,North Tustin,CA,92705,1595000,4,3.25,2838,24750,1956,107,562,http://www.redfin.com/CA/Santa-Ana/11980-Red-Hill-Ave-92705/home/4760038,PW21096333,33.7550967,-117.7916431,7.333
1274,2187 Lemon Heights Dr,North Tustin,CA,92705,1769000,5,3.25,3609,25000,2005,126,490,http://www.redfin.com/CA/Santa-Ana/2187-E-Lemon-Heights-Dr-92705/home/4763511,PW21081155,33.7572005,-117.7769631,8
1275,10202 SAINT CLOUD Ln,North Tustin,CA,92705,2350000,5,5,5545,25300,1989,166,424,http://www.redfin.com/CA/North-Tustin/10202-St-Cloud-Ln-92705/home/4768979,PW21049039,33.7800372,-117.7790702,8
1276,1991 Maverick Ln,North Tustin,CA,92705,2150000,5,4.75,6748,21780,1980,178,319,http://www.redfin.com/CA/Santa-Ana/1991-Maverick-Ln-92705/home/4763608,PW21001646,33.761392,-117.776582,8
1277,123 N Jackson St,Santa Ana,CA,92703,639000,3,2,1150,3920,2020,180,556,http://www.redfin.com/CA/Santa-Ana/123-N-Jackson-St-92703/home/3898639,OC21037587,33.746105,-117.915458,5.667
1278,1415 N main,Santa Ana,CA,92701,875000,7,1,2056,6750,1921,191,426,http://www.redfin.com/CA/Santa-Ana/1415-N-Main-St-92701/home/103657679,RS21030226,33.7572782,-117.8672003,2.333
1279,4006 W Hazard Ave,Santa Ana,CA,92703,1650000,3,1,1450,42240,1950,291,1138,http://www.redfin.com/CA/Santa-Ana/4006-Hazard-Ave-92703/home/3478353,OC20232951,33.7520347,-117.9228635,6.667
1280,19351 Lemon Hill Dr,North Tustin,CA,92705,2999000,6,6.5,5355,17067,2022,369,560,http://www.redfin.com/CA/Santa-Ana/19351-Lemon-Hill-Dr-92705/home/4432824,PW20155404,33.770673,-117.79478,8
1281,13131 Lemon Leaf Ln,North Tustin,CA,92705,3200000,7,7.5,6611,12637,2022,369,484,http://www.redfin.com/CA/Santa-Ana/13131-Lemon-Leaf-Ln-92705/home/4432853,PW20155492,33.771623,-117.793992,8
1282,13121 Lemon Leaf Ln,North Tustin,CA,92705,3600000,9,9.5,8633,18613,2022,369,417,http://www.redfin.com/CA/Santa-Ana/13121-Lemon-Leaf-Ln-92705/home/172242847,PW20155518,33.7719828,-117.7937437,8
1283,3521 Pansy Cir,Seal Beach,CA,90740,1285000,4,2.5,2727,6098,1968,30,471,http://www.redfin.com/CA/Seal-Beach/3521-Pansy-Cir-90740/home/3928840,OC21158135,33.7749778,-118.0485457,8.5
1284,4400 Birchwood Ave,Seal Beach,CA,90740,1349000,4,2.5,1914,5200,1968,1,705,http://www.redfin.com/CA/Seal-Beach/4400-Birchwood-Ave-90740/home/3930106,PW21185093,33.7757001,-118.0542627,9
1285,4188 Candleberry Ave,Seal Beach,CA,90740,1050000,4,2,1914,5148,1971,2,549,http://www.redfin.com/CA/Seal-Beach/4188-Candleberry-Ave-90740/home/3932033,RS21184628,33.7773368,-118.059202,9
1286,120 1st St,Seal Beach,CA,90740,2650000,3,3.5,3102,2820,1992,6,854,http://www.redfin.com/CA/Seal-Beach/120-1st-St-90740/home/3905649,PW21180713,33.7439895,-118.1121878,8.5
1287,1145 Catalina Ave,Seal Beach,CA,90740,2780000,5,3.5,3700,7650,2001,11,751,http://www.redfin.com/CA/Seal-Beach/1145-Catalina-Ave-90740/home/3904701,PW21174815,33.748241,-118.0989857,8.5
1288,42 Riversea Rd #42,Seal Beach,CA,90740,975000,2,1.75,1200,700,2010,11,813,http://www.redfin.com/CA/Seal-Beach/42-Riversea-Rd-90740/unit-42/home/28932318,PW21174288,33.7478796,-118.111292,8.5
1289,1201 Rd Oakmont,Seal Beach,CA,90740,240000,2,1,1110,2000,1962,30,216,http://www.redfin.com/CA/Seal-Beach/1201-Oakmont-Rd-90740/unit-M8-196-H/home/170669940,DW21162080,33.7687027,-118.0898536,8.5
1290,308 Ocean Ave,Seal Beach,CA,90740,11995000,6,8.5,8646,11760,2004,118,1387,http://www.redfin.com/CA/Seal-Beach/308-Ocean-Ave-90740/home/3904470,NP21073512,33.7421143,-118.1110334,8.5
1291,10624 Hamden Ave,Stanton,CA,90680,729000,3,2,1205,6435,1959,5,605,http://www.redfin.com/CA/Stanton/10624-Hamden-Ave-90680/home/3352789,PW21181313,33.8077505,-118.0051823,4.333
1292,10379 Ryan St #1,Stanton,CA,90680,715000,3,2.5,1749,9999,2006,7,409,http://www.redfin.com/CA/Stanton/10379-Ryan-St-90680/unit-1/home/21928632,OC21180216,33.8119061,-117.9956904,4.333
1293,10900 Shoals Pl,Stanton,CA,90680,788000,4,3.5,1924,1250,2021,17,410,http://www.redfin.com/CA/Stanton/10900-Shoals-PL-90680/home/175989699,OC21172677,33.8024822,-117.9930967,No Schools
1294,10760 Elm Cir,Stanton,CA,90680,820000,4,3.5,1889,3234,2002,51,434,http://www.redfin.com/CA/Stanton/10760-Elm-Cir-90680/home/5890307,PW21144056,33.805917,-117.9980913,4.667
1295,23111 Maravilla Ln,Coto de Caza,CA,92679,11900000,7,8,10758,158558,2002,586,1106,http://www.redfin.com/CA/Coto-De-Caza/23111-Maravilla-Ln-92679/home/5056696,OC20009698,33.6264173,-117.5842752,8.333
1296,7 Sagewood Ln,Trabuco Canyon,CA,92679,1000000,3,2.5,1317,5940,1992,10,759,http://www.redfin.com/CA/Trabuco-Canyon/7-Sagewood-Ln-92679/home/5118765,OC21177375,33.6700337,-117.6182488,6.75
1297,37 Via Candelaria,Coto de Caza,CA,92679,955000,3,2.5,2091,4950,1987,86,457,http://www.redfin.com/CA/Coto-De-Caza/37-Via-Candelaria-92679/home/5057108,OC21115024,33.6204159,-117.5865678,8.333
1298,31146 Via Colinas,Coto de Caza,CA,92679,5249999,7,6.75,7834,43560,1998,41,670,http://www.redfin.com/CA/Coto-De-Caza/31146-Via-Colinas-92679/home/5054819,OC21148959,33.6155477,-117.5894335,8.333
1299,31712 Via Perdiz,Coto de Caza,CA,92679,1899000,5,5,5000,7225,1985,50,380,http://www.redfin.com/CA/Trabuco-Canyon/31712-Via-Perdiz-92679/home/5056144,OC21143292,33.6158425,-117.5781538,8.333
1300,1 Vintage,Coto de Caza,CA,92679,2395000,3,2.5,2664,87120,1987,3,899,http://www.redfin.com/CA/Coto-De-Caza/1-Vintage-Way-92679/home/5058525,OC21181633,33.6152179,-117.5790708,8.333
1301,20 Turnberry Dr,Coto de Caza,CA,92679,2199000,4,3.5,4000,13400,1990,2,550,http://www.redfin.com/CA/Coto-De-Caza/20-Turnberry-Dr-92679/home/5059849,OC21144605,33.6093879,-117.5820742,8.333
1302,9571 Westwood Dr,Westminster,CA,92683,959000,4,2,1638,6080,1969,1,585,http://www.redfin.com/CA/Westminster/9571-Westwood-Dr-92683/home/3728757,NP21178157,33.7331847,-117.9620372,8.333
1303,14851 Booney St,Westminster,CA,92683,865000,3,2,1204,6050,1960,23,718,http://www.redfin.com/CA/Westminster/14851-Booney-St-92683/home/3471555,PW21167846,33.7474431,-117.9498192,7.667
1304,15321 Vassar St,Westminster,CA,92683,949800,4,2.5,2340,6200,1967,29,406,http://www.redfin.com/CA/Westminster/15321-Vassar-St-92683/home/3721897,OC21162983,33.7399476,-118.0038099,6.333
1305,13302 Mckinley Cir,Westminster,CA,92683,889000,3,2,1435,6517,1963,32,620,http://www.redfin.com/CA/Westminster/13302-McKinley-Cir-92683/home/3917246,OC21143748,33.7691709,-118.0076069,6
1306,6302 Lavender,Westminster,CA,92683,909900,4,2.5,2374,4745,2003,37,383,http://www.redfin.com/CA/Westminster/6302-Lavender-Way-92683/home/5923645,PW21155690,33.7627343,-118.0231602,6
1307,8891 Pinehurst Cir,Westminster,CA,92683,1129000,4,2,2692,6500,1966,41,419,http://www.redfin.com/CA/Westminster/8891-Pinehurst-Cir-92683/home/3513713,LG21145163,33.7373244,-117.9740255,6.333
1308,5252 Somerset,Westminster,CA,92683,899900,5,2.75,2172,5200,1972,43,414,http://www.redfin.com/CA/Westminster/5252-Somerset-St-92683/home/3892216,RS21150466,33.7578284,-118.0385292,7.333
1309,15861 Caltech Cir,Westminster,CA,92683,1250000,7,4,2624,8100,1970,45,476,http://www.redfin.com/CA/Westminster/15861-Caltech-Cir-92683/home/3516096,OC21148934,33.73247,-117.9815979,6.333
1310,15561 Burning Tree St,Westminster,CA,92683,1100000,4,3,3001,6002,1966,59,367,http://www.redfin.com/CA/Westminster/15561-Burning-Tree-St-92683/home/3514500,TR21137360,33.7366926,-117.9745517,6.333
1311,14796 Blossom Ln,Westminster,CA,92683,1449000,4,3.5,2669,3375,2016,66,543,http://www.redfin.com/CA/Westminster/14796-Blossom-Ln-92683/home/107365347,OC21131344,33.7480313,-117.956274,8.667
1312,7415 Hazard Ave,Westminster,CA,92683,499000,1,1,480,8330,1915,97,1040,http://www.redfin.com/CA/Westminster/7415-Hazard-Ave-92683/home/3426959,PW21105997,33.7520652,-117.9998784,6.333
1313,8831 Rathburn Ave,Westminster,CA,92683,889900,4,2.5,2282,6237,1959,139,390,http://www.redfin.com/CA/Westminster/8831-Rathburn-Ave-92683/home/3506814,OC21070569,33.7393524,-117.9749406,5.667
1314,5362 Ohio St,Yorba Linda,CA,92886,1420000,5,3,3000,18992,1978,2,473,http://www.redfin.com/CA/Yorba-Linda/5362-Ohio-St-92886/home/4243092,WS21184769,33.884157,-117.8038718,8.667
1315,20576 Sunbury Cir,Yorba Linda,CA,92887,1150000,3,2.5,1918,7500,1995,2,600,http://www.redfin.com/CA/Yorba-Linda/20576-Sunbury-Cir-92887/home/4262878,IG21184338,33.8751266,-117.7739629,8
1316,5199 Tiki Torch Ln,Yorba Linda,CA,92886,1299000,4,3.5,3206,10938,2016,2,405,http://www.redfin.com/CA/Yorba-Linda/5199-Tiki-Torch-Ln-92886/home/4235183,SB21184350,33.885112,-117.8125343,8.667
