,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),MLS#,LATITUDE,LONGITUDE,Average School Rating
1089,1 Via Rosado,Rancho Santa Margarita,CA,92688,985000,3,2.5,1818,4680,1992,3,542,http://www.redfin.com/CA/Rancho-Santa-Margarita/1-Via-Rosado-92688/home/5104519,OC21183380,33.6515297,-117.6226269,7
1090,15 Berkshire,Rancho Santa Margarita,CA,92679,1195000,4,2.5,2679,7000,1991,3,446,http://www.redfin.com/CA/Trabuco-Canyon/15-Berkshire-92679/home/5060187,OC21182937,33.6384315,-117.5737747,6.5
1091,16 La Flauta,Rancho Santa Margarita,CA,92688,899900,4,3,1670,5100,1994,4,539,http://www.redfin.com/CA/Rancho-Santa-Margarita/16-La-Flauta-92688/home/5115399,OC21182592,33.6577387,-117.6173777,7
1092,17 Greenvale,Rancho Santa Margarita,CA,92688,1190000,5,3,2494,5270,1995,5,477,http://www.redfin.com/CA/Rancho-Santa-Margarita/17-Greenvale-92688/home/5026014,OC21181605,33.5968635,-117.6231541,8
1093,5 Inverary,Rancho Santa Margarita,CA,92679,1198000,3,2.5,2449,5720,1991,5,489,http://www.redfin.com/CA/Trabuco-Canyon/5-Inverary-92679/home/5061147,OC21173349,33.6329738,-117.5729036,8.333
1094,6 Via Presea,Coto de Caza,CA,92679,3199000,5,5.5,6038,235224,1989,10,530,http://www.redfin.com/CA/Coto-De-Caza/6-Via-Presea-92679/home/5088863,OC21177631,33.631621,-117.586969,8.333
1095,9 Silkwood Ln,Rancho Santa Margarita,CA,92688,829900,3,2.5,1397,2750,1998,10,594,http://www.redfin.com/CA/Rancho-Santa-Margarita/9-Silkwood-Ln-92688/home/5053978,PW21176774,33.5948862,-117.6259963,8
1096,10 Calle Bieldo,Rancho Santa Margarita,CA,92688,918000,3,2.5,1602,4471,1989,12,573,http://www.redfin.com/CA/Rancho-Santa-Margarita/10-Cll-Bieldo-92688/home/5096405,OC21176186,33.6424905,-117.5852381,6.25
1097,21561 Hummingbird St,Trabuco Canyon,CA,92679,1325000,4,3.5,3222,5700,1995,14,411,http://www.redfin.com/CA/Trabuco-Canyon/21561-Hummingbird-St-92679/home/5098724,OC21174857,33.6492613,-117.5704501,6.5
1098,31 San Bonifacio,Rancho Santa Margarita,CA,92688,1050000,4,2.5,1800,9045,1990,15,583,http://www.redfin.com/CA/Rancho-Santa-Margarita/31-San-Bonifacio-92688/home/5062952,OC21174116,33.6403387,-117.6231082,8.333
1099,44 Hillrise,Rancho Santa Margarita,CA,92679,1199000,4,2.75,2940,7150,1996,17,408,http://www.redfin.com/CA/Dove-Canyon/44-Hillrise-92679/home/5062597,OC21171056,33.6402652,-117.5651537,6.5
1100,21485 Silvertree Ln,Rancho Santa Margarita,CA,92679,1250000,4,3,2730,6050,1990,18,458,http://www.redfin.com/CA/Trabuco-Canyon/21485-Silvertree-Ln-92679/home/5097916,DW21171799,33.6503889,-117.563863,6.5
1101,21531 Partridge St,Trabuco Canyon,CA,92679,1535000,4,3.5,3218,6500,1993,19,477,http://www.redfin.com/CA/Trabuco-Canyon/21531-Partridge-St-92679/home/5098678,OC21141162,33.6497331,-117.5722614,6.5
1102,6 Via Rosado,Rancho Santa Margarita,CA,92688,999000,4,3,2228,4950,1992,19,448,http://www.redfin.com/CA/Rancho-Santa-Margarita/6-Via-Rosado-92688/home/5104514,OC21166848,33.6511331,-117.6230165,7
1103,2 Santa Nella,Rancho Santa Margarita,CA,92688,1150000,4,2.5,2870,4378,2000,21,401,http://www.redfin.com/CA/Rancho-Santa-Margarita/2-Santa-Nella-92688/home/5782794,PW21168711,33.6291716,-117.6116929,8.333
1104,21211 Oakridge Ln,Rancho Santa Margarita,CA,92679,1005000,4,3,2453,5000,1987,22,410,http://www.redfin.com/CA/Trabuco-Canyon/21211-Oakridge-Ln-92679/home/5095700,OC21162996,33.6544271,-117.5701979,6.5
1105,21392 Sleepy Glen Ln,Rancho Santa Margarita,CA,92679,799900,3,2.5,1678,4420,1985,24,477,http://www.redfin.com/CA/Trabuco-Canyon/21392-Sleepy-Glen-Ln-92679/home/5091534,OC21166955,33.6517002,-117.5756547,6.5
1106,42 La Sordina,Rancho Santa Margarita,CA,92688,1025000,4,2.5,2190,4160,1996,29,468,http://www.redfin.com/CA/Rancho-Santa-Margarita/42-La-Sordina-92688/home/5115238,OC21162630,33.6557292,-117.6198533,7
1107,6 Paseo Azuceno,Rancho Santa Margarita,CA,92688,815000,3,2.5,1500,2800,1998,35,543,http://www.redfin.com/CA/Rancho-Santa-Margarita/6-Pso-Azuceno-92688/home/5089678,OC21157201,33.6417035,-117.5892157,6.25
1108,21341 Pinebluff Dr,Rancho Santa Margarita,CA,92679,1275000,4,2.5,2479,7000,1992,39,514,http://www.redfin.com/CA/Trabuco-Canyon/21341-Pinebluff-Dr-92679/home/5098050,OC21154147,33.6526826,-117.5633653,6.5
1109,2857 Campo Raso,San Clemente,CA,92673,1199000,4,2,1329,10800,1984,10,902,http://www.redfin.com/CA/San-Clemente/2857-Campo-Raso-92673/home/4976076,OC21172081,33.4646805,-117.6265923,7.667
1110,370 Camino San Clemente,San Clemente,CA,92672,800000,2,2,1204,2032,1964,44,664,http://www.redfin.com/CA/San-Clemente/370-Camino-San-Clemente-92672/home/5004261,OC21150099,33.4409716,-117.6398002,6.333
1111,19 Calle Tamara,San Clemente,CA,92673,3100000,7,6,5293,9786,2015,1,586,http://www.redfin.com/CA/San-Clemente/19-Calle-Tamara-92673/home/7204858,OC21185186,33.482496,-117.5893135,8
1112,10 Calle Clasico,San Clemente,CA,92673,1043900,4,2.5,2248,3070,2000,1,464,http://www.redfin.com/CA/San-Clemente/10-Calle-Clasico-92673/home/5775744,LG21185381,33.4690348,-117.6355313,7.667
1113,23 Via Divertirse,San Clemente,CA,92673,2100000,5,5.5,4631,9245,2006,1,453,http://www.redfin.com/CA/San-Clemente/23-Via-Divertirse-92673/home/5932601,OC21185354,33.4788759,-117.6047243,8
1114,109 Avenida Patero De Oro,San Clemente,CA,92672,1500000,4,3,2780,9000,1977,2,540,http://www.redfin.com/CA/San-Clemente/109-Avenida-Patero-De-Oro-92672/home/3268901,OC21037574,33.4312495,-117.611437,6.333
1115,9 Calle Pacifica,San Clemente,CA,92673,1875000,4,3.5,3601,10958,2001,3,521,http://www.redfin.com/CA/San-Clemente/9-Calle-Pacifica-92673/home/5820229,OC21183241,33.4658787,-117.5866595,8
1116,762 Calle Los Olivos,San Clemente,CA,92673,699900,2,2,1012,2880,1972,5,692,http://www.redfin.com/CA/San-Clemente/762-Calle-Los-Olivos-92673/home/4972111,OC21181800,33.4622858,-117.6505712,6.667
1117,4703 Aqua Del Caballete,San Clemente,CA,92673,1350000,5,3,3096,5963,2001,5,436,http://www.redfin.com/CA/San-Clemente/4703-Aqua-Del-Caballete-92673/home/5818848,OC21177047,33.4690463,-117.6240709,7.667
1118,185 E Avenida Cordoba,San Clemente,CA,92672,1899000,4,2.25,2455,12600,1953,6,774,http://www.redfin.com/CA/San-Clemente/185-E-Avenida-Cordoba-92672/home/4991807,OC21179981,33.4210361,-117.6049993,7.333
1119,6 Via Chapala,San Clemente,CA,92673,2289000,5,4.5,4500,10019,1990,8,509,http://www.redfin.com/CA/San-Clemente/6-Via-Chapala-92673/home/4974056,OC21164493,33.4641575,-117.6474722,6.667
1120,83 Marbella,San Clemente,CA,92673,2295000,4,2.75,4180,10000,1985,9,549,http://www.redfin.com/CA/San-Clemente/83-Marbella-92673/home/4974672,OC21169019,33.4663736,-117.6460742,6.667
1121,308 W Paseo De Cristobal,San Clemente,CA,92672,2695000,3,2,1870,8645,1951,10,1441,http://www.redfin.com/CA/San-Clemente/308-W-Paseo-De-Cristobal-92672/home/5009766,OC21178190,33.4166993,-117.6141228,7.333
1122,247 Camino San Clemente,San Clemente,CA,92672,849000,2,2,1204,2081,1964,11,705,http://www.redfin.com/CA/San-Clemente/247-Camino-San-Clemente-92672/home/5003494,OC21175191,33.4390894,-117.6398978,6.333
1123,868 Avenida Acapulco,San Clemente,CA,92672,2399000,5,4.75,5204,60984,1982,12,461,http://www.redfin.com/CA/San-Clemente/868-Avenida-Acapulco-92672/home/4995265,PW21175338,33.4248464,-117.5936761,7.333
1124,17 Via Picato,San Clemente,CA,92673,1650000,4,3,3209,10126,2005,16,514,http://www.redfin.com/CA/San-Clemente/17-Via-Picato-92673/home/5950760,OC21172822,33.4654749,-117.6012857,8
1125,3514 Calle Verano,San Clemente,CA,92673,1200000,3,3,1464,1392,1972,17,820,http://www.redfin.com/CA/San-Clemente/3514-Calle-Verano-92673/home/4972099,OC21170542,33.4616863,-117.6510917,6.667
1126,208 W Avenida San Antonio,San Clemente,CA,92672,1800000,3,3,1846,7245,1965,17,975,http://www.redfin.com/CA/San-Clemente/208-W-Avenida-San-Antonio-92672/home/5010707,OC21171763,33.4131504,-117.6075209,7.333
1127,2432 Calle Aquamarina,San Clemente,CA,92673,1550000,3,2.5,2678,5100,1996,18,579,http://www.redfin.com/CA/San-Clemente/2432-Calle-Aquamarina-92673/home/4977311,OC21171167,33.4532795,-117.6202201,6.333
1128,104 Via Zapata,San Clemente,CA,92672,1650000,4,2.5,2892,13939,1977,22,571,http://www.redfin.com/CA/San-Clemente/104-Via-Zapata-92672/home/4994078,210021657,33.4179285,-117.5888145,7.333
1129,131 W Paseo De Cristobal,San Clemente,CA,92672,1749000,3,3,1654,5267,1953,22,1057,http://www.redfin.com/CA/San-Clemente/131-W-Paseo-De-Cristobal-92672/home/5007700,OC21167859,33.4187904,-117.6098928,7.333
1130,4829 Camino Costado,San Clemente,CA,92673,1450000,4,3,2916,7290,2001,23,497,http://www.redfin.com/CA/San-Clemente/4829-Camino-Costado-92673/home/5819338,SR21167811,33.4691543,-117.6187531,7.667
1131,840 Calle Pluma,San Clemente,CA,92673,1249000,3,2.5,1524,1586,1975,24,820,http://www.redfin.com/CA/San-Clemente/840-Calle-Pluma-92673/home/4972268,LG21165939,33.4644865,-117.6528628,6.667
1132,154 Avenida Miramar,San Clemente,CA,92672,1799000,4,2.5,1747,4000,1928,24,1030,http://www.redfin.com/CA/San-Clemente/154-Avenida-Miramar-92672/home/3272958,OC21160134,33.4281599,-117.6161972,6.667
1133,114 W Avenida Valencia,San Clemente,CA,92672,1749999,3,3,1770,4509,1976,24,989,http://www.redfin.com/CA/San-Clemente/114-W-Avenida-Valencia-92672/home/5007966,221004133,33.418202,-117.6072,7.333
1134,3820 Vista Blanca,San Clemente,CA,92672,7100000,4,6,7400,14000,1988,32,959,http://www.redfin.com/CA/San-Clemente/3820-Vista-Blanca-92672/home/3280497,OC21158421,33.3989249,-117.600748,7.333
1135,103 Via Almodovar,San Clemente,CA,92672,3499888,5,5.5,4313,6399,2018,33,811,http://www.redfin.com/CA/San-Clemente/103-Via-Almodovar-92672/home/12254547,OC21158881,33.4379269,-117.6345959,6.333
1136,3830 Vista Azul,San Clemente,CA,92672,4249000,4,3,3414,7560,1993,33,1245,http://www.redfin.com/CA/San-Clemente/3830-Vista-Azul-92672/home/3280517,ML81854396,33.3983553,-117.5994059,7.333
1137,2716 Via Montezuma,San Clemente,CA,92672,1299999,4,2,1822,6730,1964,34,714,http://www.redfin.com/CA/San-Clemente/2716-Via-Montezuma-92672/home/5002606,PW21158207,33.4474725,-117.6382129,6.333
1138,3019 Calle Juarez,San Clemente,CA,92673,2100000,4,2.5,2987,7437,1979,35,703,http://www.redfin.com/CA/San-Clemente/3019-Calle-Juarez-92673/home/4978978,OC21157291,33.4516902,-117.6405049,6.333
1139,109 Via Artemesia,San Clemente,CA,92672,3399000,4,4.5,3956,5644,2019,38,859,http://www.redfin.com/CA/San-Clemente/109-Via-Artemesia-92672/home/12256699,OC21155125,33.439113,-117.636553,6.333
1140,2415 Calle Monte Carlo,San Clemente,CA,92672,2950000,3,3,2048,11060,1960,40,1440,http://www.redfin.com/CA/San-Clemente/2415-Calle-Monte-Carlo-92672/home/3278820,LG21152078,33.4084214,-117.6048159,7.333
1141,812 Carnaros,San Clemente,CA,92672,1249000,4,4,2982,5500,1998,41,419,http://www.redfin.com/CA/San-Clemente/812-Carnaros-92672/home/4991380,OC21150972,33.4456158,-117.5920734,6.333
1142,210 W Avenida Gaviota,San Clemente,CA,92672,2589000,4,3,3348,6309,1979,44,773,http://www.redfin.com/CA/San-Clemente/210-W-Avenida-Gaviota-92672/home/5009586,OC21149597,33.4170517,-117.6101342,7.333
1143,1303 Calle Toledo,San Clemente,CA,92672,2599000,4,3.5,2705,5175,1972,44,961,http://www.redfin.com/CA/San-Clemente/1303-Calle-Toledo-92672/home/5009597,OC21149589,33.4162248,-117.6118076,7.333
1144,3004 Eminencia Del Sur,San Clemente,CA,92673,4199000,5,6.25,5500,52272,1998,45,763,http://www.redfin.com/CA/San-Clemente/3004-Eminencia-Del-Sur-92673/home/4981580,OC21140299,33.4777495,-117.6350041,7.667
1145,319 CALLE CUERVO,San Clemente,CA,92672,1250000,3,2.5,1984,1742,1977,46,630,http://www.redfin.com/CA/San-Clemente/319-Calle-Cuervo-92672/home/4994206,OC21147462,33.4172648,-117.5940186,7.333
1146,120 Avenida Buena Ventura,San Clemente,CA,92672,1299000,3,1.75,1392,4590,1975,47,933,http://www.redfin.com/CA/San-Clemente/120-Avenida-Buena-Ventura-92672/home/3277031,OC21146958,33.4024609,-117.5942707,7.333
1147,1208 Calle Toledo,San Clemente,CA,92672,3995000,4,3.5,3300,46000,1983,51,1211,http://www.redfin.com/CA/San-Clemente/1208-Calle-Toledo-92672/home/5009876,OC21144744,33.4163363,-117.6127414,7.333
1148,4030 Calle Isabella,San Clemente,CA,92672,3795000,4,3.5,3254,7070,1970,53,1166,http://www.redfin.com/CA/San-Clemente/4030-Calle-Isabella-92672/home/3279011,OC21142169,33.3935473,-117.5957609,7.333
1149,4070 Calle Isabella,San Clemente,CA,92672,15500000,7,8.5,14999,37750,2008,53,1033,http://www.redfin.com/CA/San-Clemente/4070-Calle-Isabella-92672/home/3280709,OC21137382,33.3923264,-117.5961276,7.333
1150,64 Marbella,San Clemente,CA,92673,4295000,4,5.5,6605,12350,1990,59,650,http://www.redfin.com/CA/San-Clemente/64-Marbella-92673/home/4974066,NP21129429,33.4647303,-117.6481139,6.667
1151,104 Via Murcia,San Clemente,CA,92672,1465000,3,2,2296,3822,2016,59,638,http://www.redfin.com/CA/San-Clemente/104-Via-Murcia-92672/home/12250008,21-752974,33.4416263,-117.6327158,6.333
1152,203 Avenida La Cuesta,San Clemente,CA,92672,2499000,4,3,3242,24495,1986,62,771,http://www.redfin.com/CA/San-Clemente/203-Avenida-La-Cuesta-92672/home/3268819,OC21130998,33.434804,-117.6139165,6.333
1153,113 E El Portal,San Clemente,CA,92672,1125000,2,2,972,3600,1954,63,1157,http://www.redfin.com/CA/San-Clemente/113-E-El-Portal-92672/home/3270440,OC21133752,33.4318339,-117.6202995,6.333
1154,287 Calle Cuervo,San Clemente,CA,92672,669000,2,2,1290,1188,1977,67,519,http://www.redfin.com/CA/San-Clemente/287-Calle-Cuervo-92672/home/4994144,OC21131261,33.4178086,-117.5929755,7.333
1155,109 Via Murcia,San Clemente,CA,92672,1499900,3,2.5,2296,4304,2016,67,653,http://www.redfin.com/CA/San-Clemente/109-Via-Murcia-92672/home/12249989,OC21130107,33.4423154,-117.6329486,6.333
1156,1 Calle del Apice,San Clemente,CA,92672,2125000,5,5,3746,6120,1998,69,567,http://www.redfin.com/CA/San-Clemente/1-Calle-Del-Apice-92672/home/4997738,OC21125015,33.4289827,-117.596334,7.333
1157,118 Via San Sebastian,San Clemente,CA,92672,4350000,5,5.5,5130,13132,2019,76,848,http://www.redfin.com/CA/San-Clemente/118-Via-San-Sebastian-92672/home/12250132,LG21122445,33.4375404,-117.6350303,6.333
1158,1201 Via Visalia,San Clemente,CA,92672,1225000,4,2.5,2501,4250,1990,78,490,http://www.redfin.com/CA/San-Clemente/1201-Via-Visalia-92672/home/4990063,SW21121397,33.4451798,-117.5967211,6.333
1159,1401 Calle Alcazar,San Clemente,CA,92672,1059000,3,2,1966,9240,1961,84,539,http://www.redfin.com/CA/San-Clemente/1401-Calle-Alcazar-92672/home/4995499,OC21112980,33.4204002,-117.6054578,7.333
1160,111 Revuelta Ct,San Clemente,CA,92672,1999999,3,3.5,4273,9750,1976,91,468,http://www.redfin.com/CA/San-Clemente/111-Revuelta-Ct-92672/home/3268647,OC21110202,33.4345649,-117.6200367,6.333
1161,18 Cresta Del Sol,San Clemente,CA,92673,3250000,5,6,6700,12350,2003,92,485,http://www.redfin.com/CA/San-Clemente/18-Cresta-Del-Sol-92673/home/4974039,OC21110315,33.4619761,-117.6457075,6.667
1162,4125 Calle Isabella,San Clemente,CA,92672,11700000,7,8.5,8823,32300,1992,100,1326,http://www.redfin.com/CA/San-Clemente/4125-Calle-Isabella-92672/home/3280697,OC21078762,33.390491,-117.5956004,7.333
1163,612 Calle Ganadero,San Clemente,CA,92673,1395000,5,3,2673,8932,1979,109,522,http://www.redfin.com/CA/San-Clemente/612-Calle-Ganadero-92673/home/4978647,CV21093240,33.4566079,-117.6372044,6.333
1164,4100 Calle Isabella,San Clemente,CA,92672,65000000,9,11.75,15000,237358,1926,125,4333,http://www.redfin.com/CA/San-Clemente/4100-Calle-Isabella-92672/home/3280718,NP21073793,33.3911058,-117.5969988,7.333
1165,317 Calle Corral,San Clemente,CA,92673,2595000,4,3.25,3900,13200,1981,135,665,http://www.redfin.com/CA/San-Clemente/317-Calle-Corral-92673/home/4978368,OC21071053,33.453813,-117.6333445,6.333
1166,1880 N El Camino Real #17,San Clemente,CA,92672,4800000,4,3.5,2654,2855,2013,137,1809,http://www.redfin.com/CA/San-Clemente/1880-N-El-Camino-Real-92672/unit-17/home/5142407,OC21067422,33.4323097,-117.6337991,6.667
1167,164 Avenida De La Paz,San Clemente,CA,92672,2790000,5,5.5,5000,13068,2009,155,558,http://www.redfin.com/CA/San-Clemente/164-Avenida-De-La-Paz-92672/home/3268849,OC21055851,33.4335542,-117.6137331,6.333
1168,30482 Via Festivo,San Juan Capistrano,CA,92675,2450000,4,4.25,4775,10500,1990,64,513,http://www.redfin.com/CA/San-Juan-Capistrano/30482-Via-Festivo-92675/home/4911091,OC21131705,33.5205263,-117.6509558,6.333
1169,27986 Golden Ridge Ln,San Juan Capistrano,CA,92675,2795000,6,4.5,4488,52272,1991,1,623,http://www.redfin.com/CA/San-Juan-Capistrano/27986-Golden-Ridge-Ln-92675/home/4910822,OC21185166,33.5219073,-117.64188,6.333
1170,25942 Avenida Mariposa,San Juan Capistrano,CA,92675,1050000,4,2,1661,7656,1966,1,632,http://www.redfin.com/CA/San-Juan-Capistrano/25942-Avenida-Mariposa-92675/home/4949717,OC21185688,33.4858146,-117.6776306,6.333
1171,31321 Via Sonora,San Juan Capistrano,CA,92675,1285000,4,2.5,2138,5000,1976,2,601,http://www.redfin.com/CA/San-Juan-Capistrano/31321-Via-Sonora-92675/home/4943658,OC21184475,33.5078828,-117.642772,6.333
1172,33031 Surfrider Ct,San Juan Capistrano,CA,92675,799900,3,2,1285,1925,1979,2,622,http://www.redfin.com/CA/San-Juan-Capistrano/33031-Surfrider-Ct-92675/home/4951631,OC21183779,33.48314,-117.678429,6.333
1173,30271 Marbella Vis,San Juan Capistrano,CA,92675,2995000,4,4,4248,8400,1990,2,705,http://www.redfin.com/CA/San-Juan-Capistrano/30271-Marbella-Vis-92675/home/4911050,NP21164893,33.5222893,-117.6504287,6.333
1174,30372 Marbella Vis,San Juan Capistrano,CA,92675,3500000,4,4.5,5487,11000,1990,2,638,http://www.redfin.com/CA/San-Juan-Capistrano/30372-Marbella-Vis-92675/home/4910997,NP21157932,33.5216667,-117.6526747,6.333
1175,30832 Calle Chueca,San Juan Capistrano,CA,92675,525000,2,1,1025,2368,1964,3,512,http://www.redfin.com/CA/San-Juan-Capistrano/30832-Calle-Chueca-92675/home/4899730,OC21179199,33.5149254,-117.6678916,6
1176,28187 Via Del Mar,San Juan Capistrano,CA,92675,1495000,4,3,2800,5000,2013,4,534,http://www.redfin.com/CA/San-Juan-Capistrano/28187-Via-Del-Mar-92675/home/58555678,PW21183265,33.4910519,-117.6427057,6.333
1177,28750 Martingale Dr,San Juan Capistrano,CA,92675,2895000,4,4.5,3946,10028,2017,5,734,http://www.redfin.com/CA/San-Juan-Capistrano/28750-Martingale-Dr-92675/home/112725913,OC21175080,33.5151931,-117.6316932,6.333
1178,29331 Paseo Palmar,San Juan Capistrano,CA,92675,2399000,5,4.5,4000,24568,2012,5,600,http://www.redfin.com/CA/San-Juan-Capistrano/29331-Paseo-Palmar-92675/home/12255567,PW21176399,33.4971013,-117.6194178,6.333
1179,31641 via madonna,San Juan Capistrano,CA,92675,1150000,3,2,1728,7260,1967,7,666,http://www.redfin.com/CA/San-Juan-Capistrano/31641-Via-Madonna-92675/home/4946005,OC21144243,33.5031261,-117.6434614,6.333
1180,27836 Somerset Ln,San Juan Capistrano,CA,92675,3000000,5,4.5,5656,25392,1994,9,530,http://www.redfin.com/CA/San-Juan-Capistrano/27836-Somerset-Ln-92675/home/4910806,IV21179716,33.5227311,-117.6447449,6.333
1181,26341 Calle Roberto,San Juan Capistrano,CA,92675,2475000,6,4.5,4100,18960,1970,10,604,http://www.redfin.com/CA/San-Juan-Capistrano/26341-Calle-Roberto-92675/home/4900131,OC21177723,33.5029304,-117.6707331,6
1182,33751 Valle Rd,San Juan Capistrano,CA,92675,3499000,5,4.25,6447,27882,1988,15,543,http://www.redfin.com/CA/San-Juan-Capistrano/33751-Valle-Rd-92675/home/4975985,OC21150549,33.4763095,-117.6694728,6.333
1183,25677 Paseo De La Paz,San Juan Capistrano,CA,92675,4450000,5,6.5,6150,43560,1972,16,724,http://www.redfin.com/CA/San-Juan-Capistrano/25677-Paseo-De-La-Paz-92675/home/4963872,OC21172683,33.4934857,-117.6816636,6.333
1184,30731 Via Conquista,San Juan Capistrano,CA,92675,2845000,4,4,4548,11440,1991,18,626,http://www.redfin.com/CA/San-Juan-Capistrano/30731-Via-Conquista-92675/home/4910842,OC21171159,33.51705,-117.6580832,6.333
1185,30996 Calle San Diego Unit 83C,San Juan Capistrano,CA,92675,499900,2,1,897,10,1971,22,557,http://www.redfin.com/CA/San-Juan-Capistrano/30996-Calle-San-Diego-92675/unit-83C/home/5296918,OC21168261,33.512875,-117.668484,5.667
1186,30141 Hillside Ter,San Juan Capistrano,CA,92675,2095000,5,4.5,5100,35770,1981,23,411,http://www.redfin.com/CA/San-Juan-Capistrano/30141-Hillside-Ter-92675/home/4909421,OC21167642,33.5243441,-117.6518725,6.333
1187,30862 Steeplechase Dr,San Juan Capistrano,CA,92675,4888000,6,7,8801,44650,1991,25,555,http://www.redfin.com/CA/San-Juan-Capistrano/30862-Steeplechase-Dr-92675/home/4910439,OC21155308,33.514678,-117.6452262,6.333
1188,28572 Paseo Zorro,San Juan Capistrano,CA,92675,5799999,6,7,7881,31500,1993,27,736,http://www.redfin.com/CA/San-Juan-Capistrano/28572-Paseo-Zorro-92675/home/4945184,OC21164167,33.5058217,-117.6325287,6.333
1189,33841 Paseo Eternidad,San Juan Capistrano,CA,92675,4495000,5,4.75,4964,12716,2019,31,906,http://www.redfin.com/CA/San-Juan-Capistrano/33841-Paseo-Eternidad-92675/home/12257595,OC21161528,33.4727165,-117.6702977,6.667
1190,33761 Glocamora Ln,San Juan Capistrano,CA,92675,3088000,5,4.5,4400,13072,1987,38,702,http://www.redfin.com/CA/San-Juan-Capistrano/33761-Glocamora-Ln-92675/home/4975364,OC21147514,33.4727456,-117.6555165,6.667
1191,33055 Dolphin Ct,San Juan Capistrano,CA,92675,880000,3,2,1556,1380,1978,40,566,http://www.redfin.com/CA/San-Juan-Capistrano/33055-Dolphin-Ct-92675/home/4951448,SW21152309,33.4828375,-117.680756,6.333
1192,31351 Via Las Palmas,San Juan Capistrano,CA,92675,2700000,6,6,4388,14588,1991,43,615,http://www.redfin.com/CA/San-Juan-Capistrano/31351-Via-Las-Palmas-92675/home/5859925,LG21092640,33.50793,-117.632162,6.333
1193,27021 Mission Hills Dr,San Juan Capistrano,CA,92675,1550000,5,2.5,3100,27346,1969,51,500,http://www.redfin.com/CA/San-Juan-Capistrano/27021-Mission-Hills-Dr-92675/home/4906206,OC21144710,33.525997,-117.6587478,6.333
1194,30981 Steeplechase Dr,San Juan Capistrano,CA,92675,1900000,4,3.5,4270,38500,1989,51,445,http://www.redfin.com/CA/San-Juan-Capistrano/30981-Steeplechase-Dr-92675/home/4909542,OC21143662,33.5124324,-117.6429801,6.333
1195,31892 Paseo Cielo,San Juan Capistrano,CA,92675,3850000,6,5,4947,19850,1999,54,778,http://www.redfin.com/CA/San-Juan-Capistrano/31892-Paseo-Cielo-92675/home/4900332,OC21140459,33.4995164,-117.6770119,6.333
1196,32131 Via Barrida,San Juan Capistrano,CA,92675,789000,3,2,1736,2015,1979,59,454,http://www.redfin.com/CA/San-Juan-Capistrano/32131-Via-Barrida-92675/home/4948234,OC21137968,33.496466,-117.652392,6.333
1197,27826 Golden Ridge Ln,San Juan Capistrano,CA,92675,2999900,5,4.5,5387,22448,1990,62,557,http://www.redfin.com/CA/San-Juan-Capistrano/27826-Golden-Ridge-Ln-92675/home/4910811,OC21134099,33.5218019,-117.644997,6.333
1198,33642 Valle Rd,San Juan Capistrano,CA,92675,2335000,5,3.5,4200,43560,1980,65,556,http://www.redfin.com/CA/San-Juan-Capistrano/33642-Valle-Rd-92675/home/4975984,OC21131619,33.4771075,-117.6682582,6.333
1199,30302 Malaspina Rd,San Juan Capistrano,CA,92675,9500000,7,9,13400,117612,2010,66,709,http://www.redfin.com/CA/San-Juan-Capistrano/30302-Malaspina-Rd-92675/home/4909152,21-750504,33.5225218,-117.6607645,6.333
1200,27801 Golden Ridge Ln,San Juan Capistrano,CA,92675,3999000,6,5.25,6000,126324,1989,75,667,http://www.redfin.com/CA/San-Juan-Capistrano/27801-Golden-Ridge-Ln-92675/home/4910801,OC21102361,33.5209941,-117.644997,6.333
1201,30111 Saddleridge Dr,San Juan Capistrano,CA,92675,2579000,5,4.5,5636,12838,1984,76,458,http://www.redfin.com/CA/San-Juan-Capistrano/30111-Saddleridge-Dr-92675/home/4909437,OC21122037,33.5254651,-117.6506579,6.333
1202,0 Hot Springs Cy #7,San Juan Capistrano,CA,92675,210000,1,1,780,1000,1929,85,269,http://www.redfin.com/CA/San-Juan-Capistrano/Hot-Springs-Cy-Unknown/unit-7/home/175235288,OC21116106,33.5019027,-117.6627655,No Schools
1203,31432 Carril De Maderas,San Juan Capistrano,CA,92675,1749000,4,3.5,4097,7477,2007,88,427,http://www.redfin.com/CA/San-Juan-Capistrano/31432-Carril-De-Maderas-92675/home/5960529,OC21113151,33.5064655,-117.6559977,6.333
1204,30621 Hunt Club Dr,San Juan Capistrano,CA,92675,3300000,5,5.25,6308,30492,1981,95,523,http://www.redfin.com/CA/San-Juan-Capistrano/30621-Hunt-Club-Dr-92675/home/4910591,OC21107527,33.5181844,-117.6412383,6.333
1205,26501 Via La Jolla,San Juan Capistrano,CA,92675,1879999,5,4,3859,8595,2010,97,487,http://www.redfin.com/CA/San-Juan-Capistrano/26501-Via-La-Jolla-92675/home/7204417,OC21105318,33.4724101,-117.6675478,6.667
1206,31952 Paseo Terraza,San Juan Capistrano,CA,92675,1499900,4,2.5,2567,20900,1975,131,584,http://www.redfin.com/CA/San-Juan-Capistrano/31952-Paseo-Terraza-92675/home/4902287,OC21077933,33.4988021,-117.6716039,5.667
